ima_id	band	rel_a	rel_b	sd_rela	sd_relb	sd_dn	sunzen	sunaz
rad 1 0
K00259DC	8	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00260DC	8	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00261DC	8	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00262DC	8	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00263DC	8	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00264DC	8	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00265DC	8	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00266DC	8	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00267DC	8	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00268DC	8	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00269DC	8	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00270DC	8	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00271DC	8	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00272DC	8	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00273DC	8	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00274DC	8	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00275DC	8	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00276DC	8	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00277DC	8	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00278DC	8	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00279DC	8	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00280DC	8	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00281DC	8	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00282DC	8	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00283DC	8	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00284DC	8	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00285DC	8	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00286DC	8	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00287DC	8	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00288DC	8	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00289DC	8	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00290DC	8	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00291DC	8	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00292DC	8	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00293DC	8	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00294DC	8	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00295DC	8	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00296DC	8	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00297DC	8	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00298DC	8	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00299DC	8	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00300DC	8	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00301DC	8	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00302DC	8	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00303DC	8	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00304DC	8	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00305DC	8	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00306DC	8	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00307DC	8	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00308DC	8	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00309DC	8	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00310DC	8	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00311DC	8	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00312DC	8	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00313DC	8	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00314DC	8	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00315DC	8	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00316DC	8	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00317DC	8	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00318DC	8	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00319DC	8	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00320DC	8	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00321DC	8	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00322DC	8	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00323DC	8	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00324DC	8	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00325DC	8	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00326DC	8	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00327DC	8	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00328DC	8	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00329DC	8	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00330DC	8	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00331DC	8	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00332DC	8	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00333DC	8	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00334DC	8	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00335DC	8	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00336DC	8	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00337DC	8	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00338DC	8	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00339DC	8	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00340DC	8	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00341DC	8	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00342DC	8	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00343DC	8	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00344DC	8	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00345DC	8	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00346DC	8	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00347DC	8	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00348DC	8	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00349DC	8	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00350DC	8	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00351DC	8	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00352DC	8	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00353DC	8	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00354DC	8	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00355DC	8	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00356DC	8	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00357DC	8	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00358DC	8	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00359DC	8	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00360DC	8	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00361DC	8	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00362DC	8	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00363DC	8	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00364DC	8	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00365DC	8	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00366DC	8	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00367DC	8	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00368DC	8	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00369DC	8	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00370DC	8	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00371DC	8	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00372DC	8	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00373DC	8	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00374DC	8	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00375DC	8	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00376DC	8	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00126DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00127DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00128DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00129DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00130DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00131DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00132DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00133DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00134DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00135DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00136DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00137DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00138DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00139DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00140DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00141DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00142DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00143DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00144DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00145DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00146DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00147DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00148DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00149DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00150DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00151DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00152DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00153DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00154DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00155DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00156DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00157DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00158DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00159DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00160DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00161DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00162DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00163DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00164DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00165DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00166DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00167DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00168DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00169DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00170DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00171DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00172DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00173DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00174DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00175DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00176DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00177DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00178DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00179DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00180DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00181DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00182DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00183DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00184DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00185DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00186DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00187DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00188DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00189DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00190DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00191DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00192DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00193DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00194DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00195DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00196DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00197DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00198DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00199DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00200DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00201DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00202DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00203DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00204DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00205DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00206DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00207DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00208DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00209DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00210DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00211DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00212DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00213DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00214DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00215DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00216DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00217DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00218DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00219DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00220DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00221DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00222DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00223DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00224DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00225DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00226DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00227DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00228DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00229DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00230DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00231DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00232DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00233DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00234DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00235DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00236DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00237DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00238DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00239DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00240DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00241DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00242DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00243DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00244DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00245DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00246DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00247DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00248DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00249DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00250DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00251DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00252DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00253DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00256DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00257DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00258DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00259DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00260DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00261DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00262DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00263DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00264DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00265DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00266DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00267DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00268DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00269DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00270DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00271DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00272DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00273DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00274DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00275DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00276DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00277DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00278DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00279DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00280DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00281DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00282DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00283DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00284DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00285DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00286DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00287DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00288DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00289DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00290DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00291DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00292DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00293DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00294DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00295DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00296DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00297DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00298DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00299DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00300DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00301DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00302DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00303DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00304DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00305DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00306DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00307DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00308DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00309DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00310DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00311DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00312DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00313DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00314DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00315DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00316DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00317DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00318DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00319DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00320DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00321DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00322DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00323DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00324DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00325DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00326DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00327DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00328DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00329DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00330DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00331DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00332DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00333DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00334DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00335DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00336DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00337DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00338DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00339DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00340DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00341DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00342DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00343DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00344DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00345DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00346DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00347DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00348DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00349DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00350DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00351DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00352DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00353DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00354DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00355DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00356DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00357DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00358DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00359DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00360DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00361DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00362DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00363DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00364DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00365DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00366DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00367DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00368DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00369DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00370DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00371DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00372DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00373DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00374DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00375DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00376DC	14	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00126DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00127DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00128DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00129DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00130DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00131DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00132DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00133DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00134DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00135DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00136DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00137DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00138DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00139DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00140DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00141DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00142DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00143DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00144DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
K00145DC	22	1,00	0,00	0,05	0,00	0,20	0,00	0,00
