# Cameras (600)																
# PhotoID, X, Y, Z, Omega, Phi, Kappa, r11, r12, r13, r21, r22, r23, r31, r32, r33																
B1_K00097.tiff	4.579.192.423.395.230.000.000	75.535.957.765.438.900.000.000	4.917.246.799.879.970.000	-13.840.127.623.603.600	-27.153.989.038.157.200	688.319.359.445.868.000	0.3606993921166244	0.9326663708783552	-0.0054211769290580	-0.9314781619656720	0.3599324539555188	-0.0528872609482811	-0.0473749122189268	0.0241261107963281	0.9985857742177645
B1_K00098.tiff	4.579.060.954.999.700.000.000	75.535.995.627.189.900.000.000	4.971.719.431.598.220.000	-28.723.689.895.999.200	-50.375.653.816.682.400	686.674.319.848.766.000	0.3623756018900037	0.9319150319116485	-0.0147748587800142	-0.9278865909905706	0.3592249891714777	-0.0999193745709481	-0.0878088686566161	0.0499177368463746	0.9948858337183122
B1_K00099.tiff	4.578.925.895.485.010.000.000	75.536.051.750.170.900.000.000	5.044.157.320.357.870.000	-22.335.843.845.460.000	-58.231.732.041.702.000	688.802.578.916.404.000	0.3584589193712296	0.9335454851554810	0.0001739799657116	-0.9280158091261355	0.3563558992602723	-0.1086145988086634	-0.1014586671269359	0.0387724155582417	0.9940839193230140
B1_K00100.tiff	4.578.818.501.696.320.000.000	75.536.093.658.387.400.000.000	5.124.733.100.630.020.000	-0.9644269302820592	-0.8931333270635552	695.718.822.572.359.000	0.3489895691556414	0.9370696359657769	-0.0103333427082672	-0.9369969641908389	0.3487366662691129	-0.0204799095861587	-0.0155874859330162	0.0168295855704102	0.9997368630453796
B1_K00102.tiff	4.578.496.654.334.890.000.000	75.536.225.633.263.000.000.000	5.272.620.316.181.450.000	-40.245.419.855.489.700	-41.750.647.507.564.400	690.213.343.264.013.000	0.3570702079239700	0.9332407029386467	-0.0395304565077821	-0.9312359643896763	0.3523664833684641	-0.0929378288199804	-0.0728041567519528	0.0699975126495417	0.9948868794905852
B1_K00103.tiff	4.578.354.383.436.840.000.000	75.536.280.405.585.300.000.000	5.332.376.924.426.940.000	-41.241.731.711.417.900	-45.130.432.239.755.300	694.431.040.739.160.000	0.3500486238411548	0.9358864538648352	-0.0397807292444160	-0.9334208419528703	0.3449294612871742	-0.0987380298777236	-0.0786860391359755	0.0716952732643062	0.9943180049846466
B1_K00104.tiff	4.578.218.783.514.320.000.000	75.536.337.767.905.100.000.000	5.404.287.882.029.250.000	-32.859.231.221.365.400	-41.637.848.102.094.600	698.560.263.884.842.000	0.3434713656110204	0.9387199568636064	-0.0288489790337471	-0.9363522454495457	0.3399069351566936	-0.0877937803832242	-0.0726078056884723	0.0571674559375562	0.9957208386564642
B1_K00105.tiff	4.578.075.447.428.420.000.000	75.536.399.760.171.900.000.000	5.479.308.053.864.180.000	-18.170.517.754.366.100	-37.527.592.068.523.000	701.163.086.281.076.000	0.3393826162210135	0.9406179666071481	-0.0075684016023433	-0.9383685749282564	0.3379892552875102	-0.0723027032503434	-0.0654511832902453	0.0316402308150291	0.9973540185911310
B1_K00106.tiff	4.577.933.596.426.630.000.000	75.536.452.396.348.900.000.000	5.550.800.827.280.280.000	-27.536.252.078.832.200	-34.197.766.016.052.100	703.066.183.069.533.000	0.3363864331479884	0.9413880673381355	-0.0251530170624531	-0.9398329288911320	0.3338993109161501	-0.0722863468549666	-0.0596509292961158	0.0479557800800947	0.9970667027792168
B1_K00107.tiff	4.577.791.290.098.850.000.000	75.536.518.587.900.800.000.000	5.618.946.985.617.160.000	-36.295.779.537.106.600	-45.522.212.426.166.900	697.547.236.671.979.000	0.3449480945019071	0.9380766204604191	-0.0319854067515628	-0.9352601683592779	0.3406315960016473	-0.0962212725230042	-0.0793676859942339	0.0631060215108658	0.9948459179536251
B1_K00108.tiff	4.577.651.529.621.880.000.000	75.536.576.166.656.000.000.000	5.685.163.519.245.460.000	-43.604.296.576.752.900	-45.315.705.160.855.100	699.970.978.684.442.000	0.3409984193424808	0.9390102195700080	-0.0444959048566860	-0.9367378243556868	0.3354329567052085	-0.1000348937989956	-0.0790083946635054	0.0757927377727404	0.9939884981596155
B1_K00109.tiff	4.577.503.959.404.640.000.000	75.536.637.622.531.700.000.000	5.757.712.301.082.460.000	-30.161.367.109.153.500	-49.944.695.452.528.500	704.491.175.713.023.000	0.3333732480657971	0.9425722463193857	-0.0204899473520182	-0.9387666941968128	0.3298635688093524	-0.0995345158181100	-0.0870595850027358	0.0524174249728607	0.9948231210714627
B1_K00110.tiff	4.577.364.276.130.380.000.000	75.536.693.688.644.300.000.000	5.826.225.086.277.260.000	-31.855.263.469.493.300	-0.1178689255207065	923.784.186.720.588.000	-0.0414992281233018	0.9975899529119232	-0.0556066535079836	-0.9991364181110906	-0.0415494112037978	0.0002538360840991	-0.0020571993850865	0.0555691666106714	0.9984527207899657
B1_K00111.tiff	4.577.350.739.415.660.000.000	75.536.702.816.972.900.000.000	5.834.692.110.777.720.000	-18.985.278.510.267.100	0.3404784113564672	-1.131.225.640.800.330.000	-0.3926923942988437	-0.9190847710496183	0.0328004128710680	0.9196506787547140	-0.3926648172438592	0.0075478715437445	0.0059424343358466	0.0331289137086860	0.9994334207693111
B1_K00112.tiff	4.577.479.795.579.340.000.000	75.536.649.570.094.700.000.000	5.848.136.597.530.400.000	-0.5852649199869769	-0.3393921841606370	-1.130.827.379.337.770.000	-0.3920530968040679	-0.9199153870505392	0.0070745992110609	0.9199235194913438	-0.3919838591341559	0.0094537011246056	-0.0059234764285225	0.0102144430073916	0.9999302863605291
B1_K00113.tiff	4.577.658.968.873.530.000.000	75.536.563.954.599.900.000.000	5.855.877.742.295.890.000	-15.832.908.532.283.400	-11.551.221.792.684.500	-1.132.173.341.958.180.000	-0.3941398523757088	-0.9188848304777267	0.0174483548558104	0.9188293522754606	-0.3935575624370138	0.0294120119286975	-0.0201593195895210	0.0276245066300864	0.9994150731638640
B1_K00114.tiff	4.577.831.430.480.260.000.000	75.536.472.228.662.500.000.000	5.860.612.525.138.030.000	-0.8951042908474409	-16.913.360.821.240.900	-1.131.432.077.729.900.000	-0.3928594289914240	-0.9195943776661402	0.0027657941638335	0.9191247620081379	-0.3925587216934607	0.0332764464130480	-0.0295150964087258	0.0156150756392908	0.9994423587665088
B1_K00115.tiff	4.578.003.862.648.520.000.000	75.536.392.551.681.800.000.000	5.860.742.750.412.170.000	-14.319.484.380.682.000	-0.8587419263142292	-1.135.177.811.846.130.000	-0.3989888324446403	-0.9167993820394729	0.0169353085742042	0.9168332956629828	-0.3985656189252403	0.0237098159945140	-0.0149873129084725	0.0249868065742858	0.9995754298445929
B1_K00116.tiff	4.578.179.559.788.550.000.000	75.536.302.770.083.900.000.000	5.861.388.893.267.260.000	-0.4415833173349368	-16.689.686.917.508.200	-1.132.926.990.315.880.000	-0.3952607170788311	-0.9185582579276053	-0.0044376037826211	0.9181071325941821	-0.3952105505024769	0.0297978833345361	-0.0291248796395429	0.0077037370497892	0.9995460938953489
B1_K00117.tiff	4.578.349.148.038.020.000.000	75.536.219.142.697.300.000.000	5.864.419.451.274.860.000	-15.441.818.089.979.400	-14.300.156.111.666.400	-1.136.556.426.589.960.000	-0.4011138026008901	-0.9159106921720122	0.0146738314028759	0.9156882225602110	-0.4004770562903907	0.0336631319027924	-0.0249558896370390	0.0269394014404324	0.9993255086419317
B1_K00118.tiff	4.578.513.856.350.020.000.000	75.536.139.325.061.300.000.000	5.857.962.524.872.490.000	-10.769.820.160.024.400	-17.165.180.833.748.300	-1.134.848.192.357.200.000	-0.3983272526594542	-0.9172280349346649	0.0053039342628796	0.9167541290097656	-0.3979192980349332	0.0349585353659420	-0.0299544108991882	0.0187873409848054	0.9993746890363010
B1_K00119.tiff	4.578.681.415.820.480.000.000	75.536.060.386.215.500.000.000	5.860.214.827.267.640.000	-17.082.898.387.556.300	-14.802.277.519.544.200	-1.135.764.942.383.970.000	-0.3998395869200854	-0.9164275618593332	0.0169949579621142	0.9162210507522085	-0.3990895002394022	0.0355887195215458	-0.0258319741811360	0.0298009171540480	0.9992220045849084
