ima_id	band	rel_a	rel_b	sd_rela	sd_relb	sd_dn	sunzen	sunaz
rad 1 0
K00179DC	15	1.00	0.00	0.05	0.00	0.20	54.19	307.36
K00180DC	15	1.00	0.00	0.05	0.00	0.20	54.19	307.36
K00181DC	15	1.00	0.00	0.05	0.00	0.20	54.19	307.36
K00182DC	15	1.00	0.00	0.05	0.00	0.20	54.19	307.36
K00183DC	15	1.00	0.00	0.05	0.00	0.20	54.19	307.36
K00184DC	15	1.00	0.00	0.05	0.00	0.20	54.19	307.36
K00185DC	15	1.00	0.00	0.05	0.00	0.20	54.19	307.36
K00186DC	15	1.00	0.00	0.05	0.00	0.20	54.19	307.36
K00187DC	15	1.00	0.00	0.05	0.00	0.20	54.19	307.36
K00188DC	15	1.00	0.00	0.05	0.00	0.20	54.19	307.36
K00189DC	15	1.00	0.00	0.05	0.00	0.20	54.19	307.36
K00190DC	15	1.00	0.00	0.05	0.00	0.20	54.19	307.36
K00191DC	15	1.00	0.00	0.05	0.00	0.20	54.19	307.36
K00192DC	15	1.00	0.00	0.05	0.00	0.20	54.19	307.36
K00193DC	15	1.00	0.00	0.05	0.00	0.20	54.19	307.36
K00194DC	15	1.00	0.00	0.05	0.00	0.20	54.19	307.36
K00195DC	15	1.00	0.00	0.05	0.00	0.20	54.19	307.36
K00196DC	15	1.00	0.00	0.05	0.00	0.20	54.19	307.36
K00197DC	15	1.00	0.00	0.05	0.00	0.20	54.19	307.36
K00198DC	15	1.00	0.00	0.05	0.00	0.20	54.19	307.36
K00199DC	15	1.00	0.00	0.05	0.00	0.20	54.19	307.36
K00200DC	15	1.00	0.00	0.05	0.00	0.20	54.19	307.36
K00201DC	15	1.00	0.00	0.05	0.00	0.20	54.19	307.36
K00202DC	15	1.00	0.00	0.05	0.00	0.20	54.19	307.36
K00203DC	15	1.00	0.00	0.05	0.00	0.20	54.19	307.36
K00204DC	15	1.00	0.00	0.05	0.00	0.20	54.19	307.36
K00205DC	15	1.00	0.00	0.05	0.00	0.20	54.19	307.36
K00206DC	15	1.00	0.00	0.05	0.00	0.20	54.19	307.36
K00207DC	15	1.00	0.00	0.05	0.00	0.20	54.19	307.36
K00208DC	15	1.00	0.00	0.05	0.00	0.20	54.19	307.36
K00209DC	15	1.00	0.00	0.05	0.00	0.20	54.19	307.36
K00210DC	15	1.00	0.00	0.05	0.00	0.20	54.19	307.36
K00211DC	15	1.00	0.00	0.05	0.00	0.20	54.19	307.36
K00212DC	15	1.00	0.00	0.05	0.00	0.20	54.19	307.36
K00213DC	15	1.00	0.00	0.05	0.00	0.20	54.19	307.36
K00214DC	15	1.00	0.00	0.05	0.00	0.20	54.19	307.36
K00215DC	15	1.00	0.00	0.05	0.00	0.20	54.19	307.36
K00216DC	15	1.00	0.00	0.05	0.00	0.20	54.19	307.36
K00217DC	15	1.00	0.00	0.05	0.00	0.20	54.19	307.36
K00218DC	15	1.00	0.00	0.05	0.00	0.20	54.19	307.36
K00219DC	15	1.00	0.00	0.05	0.00	0.20	54.19	307.36
K00220DC	15	1.00	0.00	0.05	0.00	0.20	54.19	307.36
K00221DC	15	1.00	0.00	0.05	0.00	0.20	54.19	307.36
K00222DC	15	1.00	0.00	0.05	0.00	0.20	54.19	307.36
K00223DC	15	1.00	0.00	0.05	0.00	0.20	54.19	307.36
K00224DC	15	1.00	0.00	0.05	0.00	0.20	54.19	307.36
K00225DC	15	1.00	0.00	0.05	0.00	0.20	54.19	307.36
K00226DC	15	1.00	0.00	0.05	0.00	0.20	54.19	307.36
K00227DC	15	1.00	0.00	0.05	0.00	0.20	54.19	307.36
K00228DC	15	1.00	0.00	0.05	0.00	0.20	54.19	307.36
K00229DC	15	1.00	0.00	0.05	0.00	0.20	54.19	307.36
K00230DC	15	1.00	0.00	0.05	0.00	0.20	54.19	307.36
K00231DC	15	1.00	0.00	0.05	0.00	0.20	54.19	307.36
K00232DC	15	1.00	0.00	0.05	0.00	0.20	54.19	307.36
K00233DC	15	1.00	0.00	0.05	0.00	0.20	54.19	307.36
K00234DC	15	1.00	0.00	0.05	0.00	0.20	54.19	307.36
K00235DC	15	1.00	0.00	0.05	0.00	0.20	54.19	307.36
K00236DC	15	1.00	0.00	0.05	0.00	0.20	54.19	307.36
K00237DC	15	1.00	0.00	0.05	0.00	0.20	54.19	307.36
K00238DC	15	1.00	0.00	0.05	0.00	0.20	54.19	307.36
K00239DC	15	1.00	0.00	0.05	0.00	0.20	54.19	307.36
K00240DC	15	1.00	0.00	0.05	0.00	0.20	54.19	307.36
K00241DC	15	1.00	0.00	0.05	0.00	0.20	54.19	307.36
K00242DC	15	1.00	0.00	0.05	0.00	0.20	54.19	307.36
K00243DC	15	1.00	0.00	0.05	0.00	0.20	54.19	307.36
K00244DC	15	1.00	0.00	0.05	0.00	0.20	54.19	307.36
K00245DC	15	1.00	0.00	0.05	0.00	0.20	54.19	307.36
K00246DC	15	1.00	0.00	0.05	0.00	0.20	54.19	307.36
K00247DC	15	1.00	0.00	0.05	0.00	0.20	54.19	307.36
K00097DC	25	1.00	0.00	0.05	0.00	0.20	54.19	307.36
K00098DC	25	1.00	0.00	0.05	0.00	0.20	54.19	307.36
K00099DC	25	1.00	0.00	0.05	0.00	0.20	54.19	307.36
K00100DC	25	1.00	0.00	0.05	0.00	0.20	54.19	307.36
K00102DC	25	1.00	0.00	0.05	0.00	0.20	54.19	307.36
K00103DC	25	1.00	0.00	0.05	0.00	0.20	54.19	307.36
K00104DC	25	1.00	0.00	0.05	0.00	0.20	54.19	307.36
K00105DC	25	1.00	0.00	0.05	0.00	0.20	54.19	307.36
K00106DC	25	1.00	0.00	0.05	0.00	0.20	54.19	307.36
K00107DC	25	1.00	0.00	0.05	0.00	0.20	54.19	307.36
K00108DC	25	1.00	0.00	0.05	0.00	0.20	54.19	307.36
K00109DC	25	1.00	0.00	0.05	0.00	0.20	54.19	307.36
K00110DC	25	1.00	0.00	0.05	0.00	0.20	54.19	307.36
K00111DC	25	1.00	0.00	0.05	0.00	0.20	54.19	307.36
K00112DC	25	1.00	0.00	0.05	0.00	0.20	54.19	307.36
K00113DC	25	1.00	0.00	0.05	0.00	0.20	54.19	307.36
K00114DC	25	1.00	0.00	0.05	0.00	0.20	54.19	307.36
K00115DC	25	1.00	0.00	0.05	0.00	0.20	54.19	307.36
K00116DC	25	1.00	0.00	0.05	0.00	0.20	54.19	307.36
K00117DC	25	1.00	0.00	0.05	0.00	0.20	54.19	307.36
K00118DC	25	1.00	0.00	0.05	0.00	0.20	54.19	307.36
K00119DC	25	1.00	0.00	0.05	0.00	0.20	54.19	307.36
K00120DC	25	1.00	0.00	0.05	0.00	0.20	54.19	307.36
K00121DC	25	1.00	0.00	0.05	0.00	0.20	54.19	307.36
K00122DC	25	1.00	0.00	0.05	0.00	0.20	54.19	307.36
K00123DC	25	1.00	0.00	0.05	0.00	0.20	54.19	307.36
K00124DC	25	1.00	0.00	0.05	0.00	0.20	54.19	307.36
K00125DC	25	1.00	0.00	0.05	0.00	0.20	54.19	307.36
K00126DC	25	1.00	0.00	0.05	0.00	0.20	54.19	307.36
K00127DC	25	1.00	0.00	0.05	0.00	0.20	54.19	307.36
K00128DC	25	1.00	0.00	0.05	0.00	0.20	54.19	307.36
K00129DC	25	1.00	0.00	0.05	0.00	0.20	54.19	307.36
K00130DC	25	1.00	0.00	0.05	0.00	0.20	54.19	307.36
K00131DC	25	1.00	0.00	0.05	0.00	0.20	54.19	307.36
K00132DC	25	1.00	0.00	0.05	0.00	0.20	54.19	307.36
K00133DC	25	1.00	0.00	0.05	0.00	0.20	54.19	307.36
K00134DC	25	1.00	0.00	0.05	0.00	0.20	54.19	307.36
K00135DC	25	1.00	0.00	0.05	0.00	0.20	54.19	307.36
K00136DC	25	1.00	0.00	0.05	0.00	0.20	54.19	307.36
K00137DC	25	1.00	0.00	0.05	0.00	0.20	54.19	307.36
K00138DC	25	1.00	0.00	0.05	0.00	0.20	54.19	307.36
K00139DC	25	1.00	0.00	0.05	0.00	0.20	54.19	307.36
K00140DC	25	1.00	0.00	0.05	0.00	0.20	54.19	307.36
K00141DC	25	1.00	0.00	0.05	0.00	0.20	54.19	307.36
K00142DC	25	1.00	0.00	0.05	0.00	0.20	54.19	307.36
K00143DC	25	1.00	0.00	0.05	0.00	0.20	54.19	307.36
K00144DC	25	1.00	0.00	0.05	0.00	0.20	54.19	307.36
K00145DC	25	1.00	0.00	0.05	0.00	0.20	54.19	307.36
K00146DC	25	1.00	0.00	0.05	0.00	0.20	54.19	307.36
K00147DC	25	1.00	0.00	0.05	0.00	0.20	54.19	307.36
K00148DC	25	1.00	0.00	0.05	0.00	0.20	54.19	307.36
K00149DC	25	1.00	0.00	0.05	0.00	0.20	54.19	307.36
K00150DC	25	1.00	0.00	0.05	0.00	0.20	54.19	307.36
K00151DC	25	1.00	0.00	0.05	0.00	0.20	54.19	307.36
K00152DC	25	1.00	0.00	0.05	0.00	0.20	54.19	307.36
K00153DC	25	1.00	0.00	0.05	0.00	0.20	54.19	307.36
K00154DC	25	1.00	0.00	0.05	0.00	0.20	54.19	307.36
K00155DC	25	1.00	0.00	0.05	0.00	0.20	54.19	307.36
K00156DC	25	1.00	0.00	0.05	0.00	0.20	54.19	307.36
K00157DC	25	1.00	0.00	0.05	0.00	0.20	54.19	307.36
K00158DC	25	1.00	0.00	0.05	0.00	0.20	54.19	307.36
K00159DC	25	1.00	0.00	0.05	0.00	0.20	54.19	307.36
K00160DC	25	1.00	0.00	0.05	0.00	0.20	54.19	307.36
K00161DC	25	1.00	0.00	0.05	0.00	0.20	54.19	307.36
K00162DC	25	1.00	0.00	0.05	0.00	0.20	54.19	307.36
K00163DC	25	1.00	0.00	0.05	0.00	0.20	54.19	307.36
K00164DC	25	1.00	0.00	0.05	0.00	0.20	54.19	307.36
K00165DC	25	1.00	0.00	0.05	0.00	0.20	54.19	307.36
K00166DC	25	1.00	0.00	0.05	0.00	0.20	54.19	307.36
K00167DC	25	1.00	0.00	0.05	0.00	0.20	54.19	307.36
K00168DC	25	1.00	0.00	0.05	0.00	0.20	54.19	307.36
K00169DC	25	1.00	0.00	0.05	0.00	0.20	54.19	307.36
K00170DC	25	1.00	0.00	0.05	0.00	0.20	54.19	307.36
K00171DC	25	1.00	0.00	0.05	0.00	0.20	54.19	307.36
K00172DC	25	1.00	0.00	0.05	0.00	0.20	54.19	307.36
K00173DC	25	1.00	0.00	0.05	0.00	0.20	54.19	307.36
K00174DC	25	1.00	0.00	0.05	0.00	0.20	54.19	307.36
K00175DC	25	1.00	0.00	0.05	0.00	0.20	54.19	307.36
K00176DC	25	1.00	0.00	0.05	0.00	0.20	54.19	307.36
K00177DC	25	1.00	0.00	0.05	0.00	0.20	54.19	307.36
K00178DC	25	1.00	0.00	0.05	0.00	0.20	54.19	307.36
K00179DC	25	1.00	0.00	0.05	0.00	0.20	54.19	307.36
K00180DC	25	1.00	0.00	0.05	0.00	0.20	54.19	307.36
K00181DC	25	1.00	0.00	0.05	0.00	0.20	54.19	307.36
K00182DC	25	1.00	0.00	0.05	0.00	0.20	54.19	307.36
K00183DC	25	1.00	0.00	0.05	0.00	0.20	54.19	307.36
K00184DC	25	1.00	0.00	0.05	0.00	0.20	54.19	307.36
K00185DC	25	1.00	0.00	0.05	0.00	0.20	54.19	307.36
K00186DC	25	1.00	0.00	0.05	0.00	0.20	54.19	307.36
K00187DC	25	1.00	0.00	0.05	0.00	0.20	54.19	307.36
K00188DC	25	1.00	0.00	0.05	0.00	0.20	54.19	307.36
K00189DC	25	1.00	0.00	0.05	0.00	0.20	54.19	307.36
K00190DC	25	1.00	0.00	0.05	0.00	0.20	54.19	307.36
K00191DC	25	1.00	0.00	0.05	0.00	0.20	54.19	307.36
K00192DC	25	1.00	0.00	0.05	0.00	0.20	54.19	307.36
K00193DC	25	1.00	0.00	0.05	0.00	0.20	54.19	307.36
K00194DC	25	1.00	0.00	0.05	0.00	0.20	54.19	307.36
K00195DC	25	1.00	0.00	0.05	0.00	0.20	54.19	307.36
K00196DC	25	1.00	0.00	0.05	0.00	0.20	54.19	307.36
K00197DC	25	1.00	0.00	0.05	0.00	0.20	54.19	307.36
K00198DC	25	1.00	0.00	0.05	0.00	0.20	54.19	307.36
K00199DC	25	1.00	0.00	0.05	0.00	0.20	54.19	307.36
K00200DC	25	1.00	0.00	0.05	0.00	0.20	54.19	307.36
K00201DC	25	1.00	0.00	0.05	0.00	0.20	54.19	307.36
K00202DC	25	1.00	0.00	0.05	0.00	0.20	54.19	307.36
K00203DC	25	1.00	0.00	0.05	0.00	0.20	54.19	307.36
K00204DC	25	1.00	0.00	0.05	0.00	0.20	54.19	307.36
K00205DC	25	1.00	0.00	0.05	0.00	0.20	54.19	307.36
K00206DC	25	1.00	0.00	0.05	0.00	0.20	54.19	307.36
K00207DC	25	1.00	0.00	0.05	0.00	0.20	54.19	307.36
K00208DC	25	1.00	0.00	0.05	0.00	0.20	54.19	307.36
K00209DC	25	1.00	0.00	0.05	0.00	0.20	54.19	307.36
K00210DC	25	1.00	0.00	0.05	0.00	0.20	54.19	307.36
K00211DC	25	1.00	0.00	0.05	0.00	0.20	54.19	307.36
K00212DC	25	1.00	0.00	0.05	0.00	0.20	54.19	307.36
K00213DC	25	1.00	0.00	0.05	0.00	0.20	54.19	307.36
K00214DC	25	1.00	0.00	0.05	0.00	0.20	54.19	307.36
K00215DC	25	1.00	0.00	0.05	0.00	0.20	54.19	307.36
K00216DC	25	1.00	0.00	0.05	0.00	0.20	54.19	307.36
K00217DC	25	1.00	0.00	0.05	0.00	0.20	54.19	307.36
K00218DC	25	1.00	0.00	0.05	0.00	0.20	54.19	307.36
K00219DC	25	1.00	0.00	0.05	0.00	0.20	54.19	307.36
K00220DC	25	1.00	0.00	0.05	0.00	0.20	54.19	307.36
K00221DC	25	1.00	0.00	0.05	0.00	0.20	54.19	307.36
K00222DC	25	1.00	0.00	0.05	0.00	0.20	54.19	307.36
K00223DC	25	1.00	0.00	0.05	0.00	0.20	54.19	307.36
K00224DC	25	1.00	0.00	0.05	0.00	0.20	54.19	307.36
K00225DC	25	1.00	0.00	0.05	0.00	0.20	54.19	307.36
K00226DC	25	1.00	0.00	0.05	0.00	0.20	54.19	307.36
K00227DC	25	1.00	0.00	0.05	0.00	0.20	54.19	307.36
K00228DC	25	1.00	0.00	0.05	0.00	0.20	54.19	307.36
K00229DC	25	1.00	0.00	0.05	0.00	0.20	54.19	307.36
K00230DC	25	1.00	0.00	0.05	0.00	0.20	54.19	307.36
K00231DC	25	1.00	0.00	0.05	0.00	0.20	54.19	307.36
K00232DC	25	1.00	0.00	0.05	0.00	0.20	54.19	307.36
K00233DC	25	1.00	0.00	0.05	0.00	0.20	54.19	307.36
K00234DC	25	1.00	0.00	0.05	0.00	0.20	54.19	307.36
K00235DC	25	1.00	0.00	0.05	0.00	0.20	54.19	307.36
K00236DC	25	1.00	0.00	0.05	0.00	0.20	54.19	307.36
K00237DC	25	1.00	0.00	0.05	0.00	0.20	54.19	307.36
K00238DC	25	1.00	0.00	0.05	0.00	0.20	54.19	307.36
K00239DC	25	1.00	0.00	0.05	0.00	0.20	54.19	307.36
K00240DC	25	1.00	0.00	0.05	0.00	0.20	54.19	307.36
K00241DC	25	1.00	0.00	0.05	0.00	0.20	54.19	307.36
K00242DC	25	1.00	0.00	0.05	0.00	0.20	54.19	307.36
K00243DC	25	1.00	0.00	0.05	0.00	0.20	54.19	307.36
K00244DC	25	1.00	0.00	0.05	0.00	0.20	54.19	307.36
K00245DC	25	1.00	0.00	0.05	0.00	0.20	54.19	307.36
K00246DC	25	1.00	0.00	0.05	0.00	0.20	54.19	307.36
K00247DC	25	1.00	0.00	0.05	0.00	0.20	54.19	307.36
