ima_id	band	rel_a	rel_b	sd_rela	sd_relb	sd_dn	sunzen	sunaz
rad 1 0
K00481DC	5 	1.00	0.00	0.05	0.00	0.20	89.05	75.11	
K00482DC	5 	1.00	0.00	0.05	0.00	0.20	89.05	75.11	
K00483DC	5 	1.00	0.00	0.05	0.00	0.20	89.05	75.11	
K00484DC	5 	1.00	0.00	0.05	0.00	0.20	89.05	75.11	
K00485DC	5 	1.00	0.00	0.05	0.00	0.20	89.05	75.11	
K00487DC	5 	1.00	0.00	0.05	0.00	0.20	89.05	75.11	
K00488DC	5 	1.00	0.00	0.05	0.00	0.20	89.05	75.11	
K00489DC	5 	1.00	0.00	0.05	0.00	0.20	89.05	75.11	
K00491DC	5 	1.00	0.00	0.05	0.00	0.20	89.05	75.11	
K00492DC	5 	1.00	0.00	0.05	0.00	0.20	89.05	75.11	
K00493DC	5 	1.00	0.00	0.05	0.00	0.20	89.05	75.11	
K00494DC	5 	1.00	0.00	0.05	0.00	0.20	89.05	75.11	
K00495DC	5 	1.00	0.00	0.05	0.00	0.20	89.05	75.11	
K00496DC	5 	1.00	0.00	0.05	0.00	0.20	89.05	75.11	
K00497DC	5 	1.00	0.00	0.05	0.00	0.20	89.05	75.11	
K00498DC	5 	1.00	0.00	0.05	0.00	0.20	89.05	75.11	
K00499DC	5 	1.00	0.00	0.05	0.00	0.20	89.05	75.11	
K00500DC	5 	1.00	0.00	0.05	0.00	0.20	89.05	75.11	
K00501DC	5 	1.00	0.00	0.05	0.00	0.20	89.05	75.11	
K00502DC	5 	1.00	0.00	0.05	0.00	0.20	89.05	75.11	
K00503DC	5 	1.00	0.00	0.05	0.00	0.20	89.05	75.11	
K00504DC	5 	1.00	0.00	0.05	0.00	0.20	89.05	75.11	
K00505DC	5 	1.00	0.00	0.05	0.00	0.20	89.05	75.11	
K00506DC	5 	1.00	0.00	0.05	0.00	0.20	89.05	75.11	
K00507DC	5 	1.00	0.00	0.05	0.00	0.20	89.05	75.11	
K00508DC	5 	1.00	0.00	0.05	0.00	0.20	89.05	75.11	
K00509DC	5 	1.00	0.00	0.05	0.00	0.20	89.05	75.11	
K00510DC	5 	1.00	0.00	0.05	0.00	0.20	89.05	75.11	
K00511DC	5 	1.00	0.00	0.05	0.00	0.20	89.05	75.11	
K00512DC	5 	1.00	0.00	0.05	0.00	0.20	89.05	75.11	
K00513DC	5 	1.00	0.00	0.05	0.00	0.20	89.05	75.11	
K00514DC	5 	1.00	0.00	0.05	0.00	0.20	89.05	75.11	
K00515DC	5 	1.00	0.00	0.05	0.00	0.20	89.05	75.11	
K00516DC	5 	1.00	0.00	0.05	0.00	0.20	89.05	75.11	
K00517DC	5 	1.00	0.00	0.05	0.00	0.20	89.05	75.11	
K00518DC	5 	1.00	0.00	0.05	0.00	0.20	89.05	75.11	
K00519DC	5 	1.00	0.00	0.05	0.00	0.20	89.05	75.11	
K00520DC	5 	1.00	0.00	0.05	0.00	0.20	89.05	75.11	
K00521DC	5 	1.00	0.00	0.05	0.00	0.20	89.05	75.11	
K00522DC	5 	1.00	0.00	0.05	0.00	0.20	89.05	75.11	
K00523DC	5 	1.00	0.00	0.05	0.00	0.20	89.05	75.11	
K00524DC	5 	1.00	0.00	0.05	0.00	0.20	89.05	75.11	
K00525DC	5 	1.00	0.00	0.05	0.00	0.20	89.05	75.11	
K00526DC	5 	1.00	0.00	0.05	0.00	0.20	89.05	75.11	
K00527DC	5 	1.00	0.00	0.05	0.00	0.20	89.05	75.11	
K00528DC	5 	1.00	0.00	0.05	0.00	0.20	89.05	75.11	
K00529DC	5 	1.00	0.00	0.05	0.00	0.20	89.05	75.11	
K00530DC	5 	1.00	0.00	0.05	0.00	0.20	89.05	75.11	
K00531DC	5 	1.00	0.00	0.05	0.00	0.20	89.05	75.11	
K00532DC	5 	1.00	0.00	0.05	0.00	0.20	89.05	75.11	
K00533DC	5 	1.00	0.00	0.05	0.00	0.20	89.05	75.11	
K00534DC	5 	1.00	0.00	0.05	0.00	0.20	89.05	75.11	
K00535DC	5 	1.00	0.00	0.05	0.00	0.20	89.05	75.11	
K00536DC	5 	1.00	0.00	0.05	0.00	0.20	89.05	75.11	
K00537DC	5 	1.00	0.00	0.05	0.00	0.20	89.05	75.11	
K00538DC	5 	1.00	0.00	0.05	0.00	0.20	89.05	75.11	
K00539DC	5 	1.00	0.00	0.05	0.00	0.20	89.05	75.11	
K00540DC	5 	1.00	0.00	0.05	0.00	0.20	89.05	75.11	
K00541DC	5 	1.00	0.00	0.05	0.00	0.20	89.05	75.11	
K00543DC	5 	1.00	0.00	0.05	0.00	0.20	89.05	75.11	
K00544DC	5 	1.00	0.00	0.05	0.00	0.20	89.05	75.11	
K00545DC	5 	1.00	0.00	0.05	0.00	0.20	89.05	75.11	
K00546DC	5 	1.00	0.00	0.05	0.00	0.20	89.05	75.11	
K00547DC	5 	1.00	0.00	0.05	0.00	0.20	89.05	75.11	
K00548DC	5 	1.00	0.00	0.05	0.00	0.20	89.05	75.11	
K00549DC	5 	1.00	0.00	0.05	0.00	0.20	89.05	75.11	
K00550DC	5 	1.00	0.00	0.05	0.00	0.20	89.05	75.11	
K00551DC	5 	1.00	0.00	0.05	0.00	0.20	89.05	75.11	
K00552DC	5 	1.00	0.00	0.05	0.00	0.20	89.05	75.11	
K00553DC	5 	1.00	0.00	0.05	0.00	0.20	89.05	75.11	
K00554DC	5 	1.00	0.00	0.05	0.00	0.20	89.05	75.11	
K00555DC	5 	1.00	0.00	0.05	0.00	0.20	89.05	75.11	
K00556DC	5 	1.00	0.00	0.05	0.00	0.20	89.05	75.11	
K00312DC	14 	1.00	0.00	0.05	0.00	0.20	89.05	75.11	
K00313DC	14 	1.00	0.00	0.05	0.00	0.20	89.05	75.11	
K00314DC	14 	1.00	0.00	0.05	0.00	0.20	89.05	75.11	
K00315DC	14 	1.00	0.00	0.05	0.00	0.20	89.05	75.11	
K00316DC	14 	1.00	0.00	0.05	0.00	0.20	89.05	75.11	
K00317DC	14 	1.00	0.00	0.05	0.00	0.20	89.05	75.11	
K00318DC	14 	1.00	0.00	0.05	0.00	0.20	89.05	75.11	
K00319DC	14 	1.00	0.00	0.05	0.00	0.20	89.05	75.11	
K00320DC	14 	1.00	0.00	0.05	0.00	0.20	89.05	75.11	
K00321DC	14 	1.00	0.00	0.05	0.00	0.20	89.05	75.11	
K00322DC	14 	1.00	0.00	0.05	0.00	0.20	89.05	75.11	
K00324DC	14 	1.00	0.00	0.05	0.00	0.20	89.05	75.11	
K00325DC	14 	1.00	0.00	0.05	0.00	0.20	89.05	75.11	
K00326DC	14 	1.00	0.00	0.05	0.00	0.20	89.05	75.11	
K00327DC	14 	1.00	0.00	0.05	0.00	0.20	89.05	75.11	
K00328DC	14 	1.00	0.00	0.05	0.00	0.20	89.05	75.11	
K00329DC	14 	1.00	0.00	0.05	0.00	0.20	89.05	75.11	
K00330DC	14 	1.00	0.00	0.05	0.00	0.20	89.05	75.11	
K00331DC	14 	1.00	0.00	0.05	0.00	0.20	89.05	75.11	
K00332DC	14 	1.00	0.00	0.05	0.00	0.20	89.05	75.11	
K00333DC	14 	1.00	0.00	0.05	0.00	0.20	89.05	75.11	
K00334DC	14 	1.00	0.00	0.05	0.00	0.20	89.05	75.11	
K00335DC	14 	1.00	0.00	0.05	0.00	0.20	89.05	75.11	
K00336DC	14 	1.00	0.00	0.05	0.00	0.20	89.05	75.11	
K00337DC	14 	1.00	0.00	0.05	0.00	0.20	89.05	75.11	
K00338DC	14 	1.00	0.00	0.05	0.00	0.20	89.05	75.11	
K00339DC	14 	1.00	0.00	0.05	0.00	0.20	89.05	75.11	
K00340DC	14 	1.00	0.00	0.05	0.00	0.20	89.05	75.11	
K00341DC	14 	1.00	0.00	0.05	0.00	0.20	89.05	75.11	
K00342DC	14 	1.00	0.00	0.05	0.00	0.20	89.05	75.11	
K00344DC	14 	1.00	0.00	0.05	0.00	0.20	89.05	75.11	
K00345DC	14 	1.00	0.00	0.05	0.00	0.20	89.05	75.11	
K00346DC	14 	1.00	0.00	0.05	0.00	0.20	89.05	75.11	
K00348DC	14 	1.00	0.00	0.05	0.00	0.20	89.05	75.11	
K00349DC	14 	1.00	0.00	0.05	0.00	0.20	89.05	75.11	
K00350DC	14 	1.00	0.00	0.05	0.00	0.20	89.05	75.11	
K00351DC	14 	1.00	0.00	0.05	0.00	0.20	89.05	75.11	
K00352DC	14 	1.00	0.00	0.05	0.00	0.20	89.05	75.11	
K00353DC	14 	1.00	0.00	0.05	0.00	0.20	89.05	75.11	
K00354DC	14 	1.00	0.00	0.05	0.00	0.20	89.05	75.11	
K00355DC	14 	1.00	0.00	0.05	0.00	0.20	89.05	75.11	
K00356DC	14 	1.00	0.00	0.05	0.00	0.20	89.05	75.11	
K00357DC	14 	1.00	0.00	0.05	0.00	0.20	89.05	75.11	
K00358DC	14 	1.00	0.00	0.05	0.00	0.20	89.05	75.11	
K00359DC	14 	1.00	0.00	0.05	0.00	0.20	89.05	75.11	
K00360DC	14 	1.00	0.00	0.05	0.00	0.20	89.05	75.11	
K00361DC	14 	1.00	0.00	0.05	0.00	0.20	89.05	75.11	
K00362DC	14 	1.00	0.00	0.05	0.00	0.20	89.05	75.11	
K00363DC	14 	1.00	0.00	0.05	0.00	0.20	89.05	75.11	
K00364DC	14 	1.00	0.00	0.05	0.00	0.20	89.05	75.11	
K00365DC	14 	1.00	0.00	0.05	0.00	0.20	89.05	75.11	
K00366DC	14 	1.00	0.00	0.05	0.00	0.20	89.05	75.11	
K00367DC	14 	1.00	0.00	0.05	0.00	0.20	89.05	75.11	
K00368DC	14 	1.00	0.00	0.05	0.00	0.20	89.05	75.11	
K00369DC	14 	1.00	0.00	0.05	0.00	0.20	89.05	75.11	
K00370DC	14 	1.00	0.00	0.05	0.00	0.20	89.05	75.11	
K00371DC	14 	1.00	0.00	0.05	0.00	0.20	89.05	75.11	
K00372DC	14 	1.00	0.00	0.05	0.00	0.20	89.05	75.11	
K00373DC	14 	1.00	0.00	0.05	0.00	0.20	89.05	75.11	
K00374DC	14 	1.00	0.00	0.05	0.00	0.20	89.05	75.11	
K00375DC	14 	1.00	0.00	0.05	0.00	0.20	89.05	75.11	
K00377DC	14 	1.00	0.00	0.05	0.00	0.20	89.05	75.11	
K00378DC	14 	1.00	0.00	0.05	0.00	0.20	89.05	75.11	
K00379DC	14 	1.00	0.00	0.05	0.00	0.20	89.05	75.11	
K00380DC	14 	1.00	0.00	0.05	0.00	0.20	89.05	75.11	
K00381DC	14 	1.00	0.00	0.05	0.00	0.20	89.05	75.11	
K00383DC	14 	1.00	0.00	0.05	0.00	0.20	89.05	75.11	
K00384DC	14 	1.00	0.00	0.05	0.00	0.20	89.05	75.11	
K00385DC	14 	1.00	0.00	0.05	0.00	0.20	89.05	75.11	
K00386DC	14 	1.00	0.00	0.05	0.00	0.20	89.05	75.11	
K00387DC	14 	1.00	0.00	0.05	0.00	0.20	89.05	75.11	
K00388DC	14 	1.00	0.00	0.05	0.00	0.20	89.05	75.11	
K00389DC	14 	1.00	0.00	0.05	0.00	0.20	89.05	75.11	
K00390DC	14 	1.00	0.00	0.05	0.00	0.20	89.05	75.11	
K00391DC	14 	1.00	0.00	0.05	0.00	0.20	89.05	75.11	
K00393DC	14 	1.00	0.00	0.05	0.00	0.20	89.05	75.11	
K00394DC	14 	1.00	0.00	0.05	0.00	0.20	89.05	75.11	
K00395DC	14 	1.00	0.00	0.05	0.00	0.20	89.05	75.11	
K00396DC	14 	1.00	0.00	0.05	0.00	0.20	89.05	75.11	
K00397DC	14 	1.00	0.00	0.05	0.00	0.20	89.05	75.11	
K00398DC	14 	1.00	0.00	0.05	0.00	0.20	89.05	75.11	
K00399DC	14 	1.00	0.00	0.05	0.00	0.20	89.05	75.11	
K00400DC	14 	1.00	0.00	0.05	0.00	0.20	89.05	75.11	
K00401DC	14 	1.00	0.00	0.05	0.00	0.20	89.05	75.11	
K00402DC	14 	1.00	0.00	0.05	0.00	0.20	89.05	75.11	
K00403DC	14 	1.00	0.00	0.05	0.00	0.20	89.05	75.11	
K00404DC	14 	1.00	0.00	0.05	0.00	0.20	89.05	75.11	
K00405DC	14 	1.00	0.00	0.05	0.00	0.20	89.05	75.11	
K00406DC	14 	1.00	0.00	0.05	0.00	0.20	89.05	75.11	
K00407DC	14 	1.00	0.00	0.05	0.00	0.20	89.05	75.11	
K00408DC	14 	1.00	0.00	0.05	0.00	0.20	89.05	75.11	
K00409DC	14 	1.00	0.00	0.05	0.00	0.20	89.05	75.11	
K00410DC	14 	1.00	0.00	0.05	0.00	0.20	89.05	75.11	
K00411DC	14 	1.00	0.00	0.05	0.00	0.20	89.05	75.11	
K00412DC	14 	1.00	0.00	0.05	0.00	0.20	89.05	75.11	
K00413DC	14 	1.00	0.00	0.05	0.00	0.20	89.05	75.11	
K00414DC	14 	1.00	0.00	0.05	0.00	0.20	89.05	75.11	
K00415DC	14 	1.00	0.00	0.05	0.00	0.20	89.05	75.11	
K00416DC	14 	1.00	0.00	0.05	0.00	0.20	89.05	75.11	
K00417DC	14 	1.00	0.00	0.05	0.00	0.20	89.05	75.11	
K00418DC	14 	1.00	0.00	0.05	0.00	0.20	89.05	75.11	
K00419DC	14 	1.00	0.00	0.05	0.00	0.20	89.05	75.11	
K00420DC	14 	1.00	0.00	0.05	0.00	0.20	89.05	75.11	
K00421DC	14 	1.00	0.00	0.05	0.00	0.20	89.05	75.11	
K00422DC	14 	1.00	0.00	0.05	0.00	0.20	89.05	75.11	
K00423DC	14 	1.00	0.00	0.05	0.00	0.20	89.05	75.11	
K00424DC	14 	1.00	0.00	0.05	0.00	0.20	89.05	75.11	
K00425DC	14 	1.00	0.00	0.05	0.00	0.20	89.05	75.11	
K00426DC	14 	1.00	0.00	0.05	0.00	0.20	89.05	75.11	
K00427DC	14 	1.00	0.00	0.05	0.00	0.20	89.05	75.11	
K00428DC	14 	1.00	0.00	0.05	0.00	0.20	89.05	75.11	
K00429DC	14 	1.00	0.00	0.05	0.00	0.20	89.05	75.11	
K00430DC	14 	1.00	0.00	0.05	0.00	0.20	89.05	75.11	
K00431DC	14 	1.00	0.00	0.05	0.00	0.20	89.05	75.11	
K00432DC	14 	1.00	0.00	0.05	0.00	0.20	89.05	75.11	
K00433DC	14 	1.00	0.00	0.05	0.00	0.20	89.05	75.11	
K00434DC	14 	1.00	0.00	0.05	0.00	0.20	89.05	75.11	
K00435DC	14 	1.00	0.00	0.05	0.00	0.20	89.05	75.11	
K00436DC	14 	1.00	0.00	0.05	0.00	0.20	89.05	75.11	
K00437DC	14 	1.00	0.00	0.05	0.00	0.20	89.05	75.11	
K00438DC	14 	1.00	0.00	0.05	0.00	0.20	89.05	75.11	
K00439DC	14 	1.00	0.00	0.05	0.00	0.20	89.05	75.11	
K00441DC	14 	1.00	0.00	0.05	0.00	0.20	89.05	75.11	
K00442DC	14 	1.00	0.00	0.05	0.00	0.20	89.05	75.11	
K00443DC	14 	1.00	0.00	0.05	0.00	0.20	89.05	75.11	
K00444DC	14 	1.00	0.00	0.05	0.00	0.20	89.05	75.11	
K00445DC	14 	1.00	0.00	0.05	0.00	0.20	89.05	75.11	
K00446DC	14 	1.00	0.00	0.05	0.00	0.20	89.05	75.11	
K00447DC	14 	1.00	0.00	0.05	0.00	0.20	89.05	75.11	
K00448DC	14 	1.00	0.00	0.05	0.00	0.20	89.05	75.11	
